"numcas"                                         ;"nomsa"                                 ;"natureetude"         ;"DL50/CL50" ;"valeur"         ;"unite" ;"espece"  ;"sexe"
"145701-23-1"                                        ;"florasulam"                             ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;"MF"
"79241-46-6"                                         ;"fluazifop P butyl"                      ;"Toxicite aigue cutanee"    ;"DL50"      ;">2110"          ;"mg/kg" ;"lapin"   ;"MF"
"79241-46-6"                                         ;"fluazifop P butyl"                      ;"Toxicite aigue inhalation" ;"CL50"      ;"5.2"            ;"mg/L"  ;"rat"     ;"MF"
"79241-46-6"                                         ;"fluazifop P butyl"                      ;"Toxicite aigue VO"         ;"DL50"      ;"> 2000"         ;"mg/kg" ;"souris"  ;""
"79241-46-6"                                         ;"fluazifop P butyl"                      ;"Toxicite aigue VO"         ;"DL50"      ;"2451"           ;"mg/kg" ;"rat"     ;"F"
"79241-46-6"                                         ;"fluazifop P butyl"                      ;"Toxicite aigue VO"         ;"DL50"      ;"3680"           ;"mg/kg" ;"rat"     ;"M"
"79622-59-6"                                         ;"fluazinam"                              ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"79622-59-6"                                         ;"fluazinam"                              ;"Toxicite aigue inhalation" ;"CL50"      ;">1,1"           ;"mg/L"  ;"rat"     ;"MF"
"79622-59-6"                                         ;"fluazinam"                              ;"Toxicite aigue VO"         ;"DL50"      ;"4100"           ;"mg/kg" ;"rat"     ;"MF"
"131341-86-1"                                        ;"fludioxonyl"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"131341-86-1"                                        ;"fludioxonyl"                            ;"Toxicite aigue inhalation" ;"CL50"      ;">2.6"           ;"mg/L"  ;"rat"     ;"MF"
"131341-86-1"                                        ;"fludioxonyl"                            ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"142459-58-3"                                        ;"flufenacet"                             ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"142459-58-3"                                        ;"flufenacet"                             ;"Toxicite aigue inhalation" ;"CL50"      ;">3.74"          ;"mg/L"  ;"rat"     ;"MF"
"142459-58-3"                                        ;"flufenacet"                             ;"Toxicite aigue VO"         ;"DL50"      ;"1756"           ;"mg/kg" ;"souris"  ;"F"
"142459-58-3"                                        ;"flufenacet"                             ;"Toxicite aigue VO"         ;"DL50"      ;"589"            ;"mg/kg" ;"rat"     ;"F"
"142459-58-3"                                        ;"flufenacet"                             ;"Toxicite aigue VO"         ;"DL50"      ;"1617"           ;"mg/kg" ;"rat"     ;"M"
"142459-58-3"                                        ;"flufenacet"                             ;"Toxicite aigue VO"         ;"DL50"      ;"1331"           ;"mg/kg" ;"souris"  ;"M"
"103361-09-7"                                        ;"flumioxazine"                           ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"103361-09-7"                                        ;"flumioxazine"                           ;"Toxicite aigue inhalation" ;"CL50"      ;">3.93"          ;"mg/L"  ;"rat"     ;"MF"
"103361-09-7"                                        ;"flumioxazine"                           ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;"MF"
"239110-15-7 "                                       ;"fluopicolide"                           ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;""
"239110-15-7 "                                       ;"fluopicolide"                           ;"Toxicite aigue inhalation" ;"CL50"      ;"> 5.16"         ;"mg/L"  ;"rat"     ;""
"239110-15-7 "                                       ;"fluopicolide"                           ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;""
"658066-35-4"                                        ;"fluopyram"                              ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"658066-35-4"                                        ;"fluopyram"                              ;"Toxicite aigue inhalation" ;"CL50"      ;"> 5,1"          ;"mg/L"  ;"rat"     ;"MF"
"658066-35-4"                                        ;"fluopyram"                              ;"Toxicite aigue VO"         ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"F"
"2699-79-8"                                          ;"fluorure de sulfuryle"                  ;"Toxicite aigue cutanee"    ;"DL50"      ;"-"              ;"mg/kg" ;"rat"     ;""
"2699-79-8"                                          ;"fluorure de sulfuryle"                  ;"Toxicite aigue inhalation" ;"CL50"      ;"4.1 - 4.7"      ;"mg/L"  ;"rat"     ;""
"2699-79-8"                                          ;"fluorure de sulfuryle"                  ;"Toxicite aigue inhalation" ;"CL50"      ;"1.69 - 2.8"     ;"mg/L"  ;"souris"  ;""
"2699-79-8"                                          ;"fluorure de sulfuryle"                  ;"Toxicite aigue VO"         ;"DL50"      ;"100"            ;"mg/kg" ;"rat"     ;""
"2699-79-8"                                          ;"fluorure de sulfuryle"                  ;"Toxicite aigue VO"         ;"DL50"      ;"100"            ;"mg/kg" ;"cobaye"  ;""
"361377-29-9"                                        ;"fluoxastrobine"                         ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;""
"361377-29-9"                                        ;"fluoxastrobine"                         ;"Toxicite aigue inhalation" ;"CL50"      ;">5"             ;"mg/L"  ;"rat"     ;""
"361377-29-9"                                        ;"fluoxastrobine"                         ;"Toxicite aigue VO"         ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;""
"136426-54-5"                                        ;"fluquinconazole"                        ;"Toxicite aigue cutanee"    ;"DL50"      ;"2679"           ;"mg/kg" ;"rat"     ;"M"
"136426-54-5"                                        ;"fluquinconazole"                        ;"Toxicite aigue cutanee"    ;"DL50"      ;"625"            ;"mg/kg" ;"rat"     ;"F"
"136426-54-5"                                        ;"fluquinconazole"                        ;"Toxicite aigue inhalation" ;"CL50"      ;"0.831"          ;"mg/L"  ;"rat"     ;"M"
"136426-54-5"                                        ;"fluquinconazole"                        ;"Toxicite aigue inhalation" ;"CL50"      ;"0.514"          ;"mg/L"  ;"rat"     ;"F"
"136426-54-5"                                        ;"fluquinconazole"                        ;"Toxicite aigue VO"         ;"DL50"      ;"325"            ;"mg/kg" ;"souris"  ;"M"
"136426-54-5"                                        ;"fluquinconazole"                        ;"Toxicite aigue VO"         ;"DL50"      ;"112"            ;"mg/kg" ;"rat"     ;"MF"
"136426-54-5"                                        ;"fluquinconazole"                        ;"Toxicite aigue VO"         ;"DL50"      ;"180"            ;"mg/kg" ;"souris"  ;"F"
"61213-25-0"                                         ;"flurochloridone"                        ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 5000"         ;"mg/kg" ;"lapin"   ;"MF"
"61213-25-0"                                         ;"flurochloridone"                        ;"Toxicite aigue inhalation" ;"CL50"      ;"> 4.82"         ;"mg/L"  ;"rat"     ;"MF"
"61213-25-0"                                         ;"flurochloridone"                        ;"Toxicite aigue VO"         ;"DL50"      ;"300-2000"       ;"mg/kg" ;"rat"     ;"F"
"61213-25-0"                                         ;"flurochloridone"                        ;"Toxicite aigue VO"         ;"DL50"      ;"3650"           ;"mg/kg" ;"rat"     ;"F"
"61213-25-0"                                         ;"flurochloridone"                        ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"souris"  ;"MF"
"61213-25-0"                                         ;"flurochloridone"                        ;"Toxicite aigue VO"         ;"DL50"      ;"4000"           ;"mg/kg" ;"rat"     ;"M"
"69377-81-7"                                         ;"fluroxypyr"                             ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"69377-81-7"                                         ;"fluroxypyr"                             ;"Toxicite aigue inhalation" ;"CL50"      ;"> 1,0"          ;"mg/L"  ;"rat"     ;"MF"
"69377-81-7"                                         ;"fluroxypyr"                             ;"Toxicite aigue VO"         ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"81406-37-3"                                         ;"fluroxypyr : methylheptyl ester"        ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"81406-37-3"                                         ;"fluroxypyr : methylheptyl ester"        ;"Toxicite aigue inhalation" ;"CL50"      ;"> 1.0"          ;"mg/L"  ;"rat"     ;"MF"
"81406-37-3"                                         ;"fluroxypyr : methylheptyl ester"        ;"Toxicite aigue VO"         ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"66332-96-5"                                         ;"flutolanil"                             ;"Toxicite aigue cutanee"    ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;"MF"
"66332-96-5"                                         ;"flutolanil"                             ;"Toxicite aigue inhalation" ;"CL50"      ;">5.98"          ;"mg/L"  ;"rat"     ;"MF"
"66332-96-5"                                         ;"flutolanil"                             ;"Toxicite aigue VO"         ;"DL50"      ;">10000"         ;"mg/kg" ;"rat"     ;"MF"
"66332-96-5"                                         ;"flutolanil"                             ;"Toxicite aigue VO"         ;"DL50"      ;">10000"         ;"mg/kg" ;"souris"  ;"MF"
"76674-21-0"                                         ;"flutriafol"                             ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"lapin"   ;"MF"
"76674-21-0"                                         ;"flutriafol"                             ;"Toxicite aigue cutanee"    ;"DL50"      ;">1000"          ;"mg/kg" ;"rat"     ;"MF"
"76674-21-0"                                         ;"flutriafol"                             ;"Toxicite aigue inhalation" ;"CL50"      ;">5,2"           ;"mg/L"  ;""        ;""
"76674-21-0"                                         ;"flutriafol"                             ;"Toxicite aigue VO"         ;"DL50"      ;"300-400"        ;"mg/kg" ;"cobaye"  ;"M"
"76674-21-0"                                         ;"flutriafol"                             ;"Toxicite aigue VO"         ;"DL50"      ;"179 - 365"      ;"mg/kg" ;"souris"  ;"F"
"76674-21-0"                                         ;"flutriafol"                             ;"Toxicite aigue VO"         ;"DL50"      ;"300 - 400"      ;"mg/kg" ;"lapin"   ;"F"
"76674-21-0"                                         ;"flutriafol"                             ;"Toxicite aigue VO"         ;"DL50"      ;"1140"           ;"mg/kg" ;"rat"     ;"M"
"76674-21-0"                                         ;"flutriafol"                             ;"Toxicite aigue VO"         ;"DL50"      ;"1480"           ;"mg/kg" ;"rat"     ;"F"
"907204-31-3"                                        ;"fluxapyroxad"                           ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"907204-31-3"                                        ;"fluxapyroxad"                           ;"Toxicite aigue inhalation" ;"CL50"      ;"> 5,1"          ;"mg/L"  ;"rat"     ;"MF"
"907204-31-3"                                        ;"fluxapyroxad"                           ;"Toxicite aigue VO"         ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"F"
